ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
RD MATHIS ACQUISITION INC.*|*B20260323717*|*07/14/2026*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2840 GUNDRY AVE.*|**|*SIGNAL HILL*|*CA*|*United States*|*90755*|*2840 GUNDRY AVE.*|**|**|*SIGNAL HILL*|*CA*|*United States*|*90755*|**|**|**|**|**|**|**|*
RD-CONECTION LLC*|*B20260324014*|*07/14/2026*|*FLORIDA*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20261455986*|*Jul 15 2026  5:07PM*|*5918 CORONA AVE APT B*|**|*HUNTINGTON PARK*|*CA*|*United States*|*90255-3313*|*5918 CORONA AVE APT B*|**|**|*HUNTINGTON PARK*|*CA*|*United States*|*90255-3523*|*5918 CORONA AVE APT B*|**|*HUNTINGTON PARK*|*CA*|*United States*|*90255-3313*|**|*Fiber optic installation work
Reaching the Goal LLC*|*B20260325632*|*07/15/2026*|*WYOMING*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*970 RESERVE DR.*|*SUITE 180*|*ROSEVILLE*|*CA*|*United States*|*95678*|*970 RESERVE DR.*|*SUITE 180*|**|*ROSEVILLE*|*CA*|*United States*|*95678*|*970 RESERVE DR.*|*SUITE 180*|*ROSEVILLE*|*CA*|*United States*|*95678*|**|*
Ready Ames Fire LLC*|*B20260325040*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261450275*|*Jul 15 2026  8:41AM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*All LLC Member(s)*|*Marketing
Ready Doc Prep LLC*|*B20260327429*|*07/16/2026*|*WYOMING*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5830 E 2ND ST STE 7000*|**|*CASPER*|*WY*|*United States*|*82609*|*1950 W CORPORATE WAY*|*25183*|**|*ANAHEIM*|*CA*|*United States*|*92801*|*4695 MACARTHUR COURT*|*1100*|*NEWPORT BEACH*|*CA*|*United States*|*92660*|**|*
Ready Ride Ventures, LLC*|*B20260325921*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3800 MENTONE AVE*|*PH711*|*CULVER CITY*|*CA*|*United States*|*90232*|*3800 MENTONE AVE*|*PH711*|**|*CULVER CITY*|*CA*|*United States*|*90232*|**|**|**|**|**|**|*One Manager*|*
REAL AI WITH MARIA MEDIA LLC*|*B20260327823*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*99 ALMADEN BLVD*|*STE 600*|*SAN JOSE*|*CA*|*United States*|*95113*|*99 ALMADEN BLVD*|*STE 600*|**|*SAN JOSE*|*CA*|*United States*|*95113*|**|**|**|**|**|**|*All LLC Member(s)*|*
Real Brook Manor Inc*|*B20260328459*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261468726*|*Jul 17 2026  3:24PM*|*18411 CRENSHAW BLVD*|*370*|*TORRANCE*|*CA*|*United States*|*90504*|*18411 CRENSHAW BLVD*|*370*|**|*TORRANCE*|*CA*|*United States*|*90504*|**|**|**|**|**|**|**|*Care Home
REALLY GREAT READING COMPANY, LLC*|*B20260326007*|*07/15/2026*|*MARYLAND*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*42 CRAWFORD ST*|**|*DORCHESTER*|*MA*|*United States*|*02121*|*P.O. BOX 46*|**|**|*CABIN JOHN*|*MD*|*United States*|*20818*|**|**|**|**|**|**|**|*
REBECCA'S RIGS, LLC*|*B20260324023*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261452909*|*Jul 15 2026 12:20PM*|*11324 HWY 67*|**|*LAKESIDE*|*CA*|*United States*|*92040*|*11324 HWY 67*|**|**|*LAKESIDE*|*CA*|*United States*|*92040*|**|**|**|**|**|**|*All LLC Member(s)*|*Trucking Co
Reblooma LLC*|*B20260328169*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261466181*|*Jul 17 2026 11:09AM*|*1574 QUAIL AVE*|**|*SUNNYVALE*|*CA*|*United States*|*94087*|*1574 QUAIL AVE*|**|**|*SUNNYVALE*|*CA*|*United States*|*94087*|*1574 QUAIL AVE*|**|*SUNNYVALE*|*CA*|*United States*|*94087*|*All LLC Member(s)*|*Healthtech software platform for MSK care
Reboot Junk Hauling LLC*|*B20260327764*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261465287*|*Jul 17 2026  9:40AM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*All LLC Member(s)*|*Any business purpose.
REBORN TRUCKING INC*|*B20260324296*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*6681 KAISER AVE*|**|*FONTANA*|*CA*|*United States*|*92336*|*6681 KAISER AVE*|**|**|*FONTANA*|*CA*|*United States*|*92336*|**|**|**|**|**|**|**|*
ReBrand Media Inc.*|*B20260323409*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261452214*|*Jul 15 2026 11:21AM*|*1563 SENECA CIRCLE*|**|*EL DORADO HILLS*|*CA*|*United States*|*95762*|*1563 SENECA CIRCLE*|**|**|*EL DORADO HILLS*|*CA*|*United States*|*95762*|*1563 SENECA CIRCLE*|**|*EL DORADO HILLS*|*CA*|*United States*|*95762*|**|*We specialize in digital media like podcast, newsletters and webinars.
ReceptionAide LLC*|*B20260322369*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261462801*|*Jul 16 2026  4:27PM*|*11 CABERNET COURT*|**|*SCOTTS VALLEY*|*CA*|*United States*|*95066*|*11 CABERNET COURT*|**|**|*SCOTTS VALLEY*|*CA*|*United States*|*95066*|*11 CABERNET COURT*|**|*SCOTTS VALLEY*|*CA*|*United States*|*95066*|*All LLC Member(s)*|*AI receptionist and marketing services
Recycle Driver Steve LLC*|*B20260320958*|*07/13/2026*|*WYOMING*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20261448251*|*Jul 14 2026  5:40PM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|**|*Any lawful purpose
Recycle Ranger Program LLC*|*B20260320955*|*07/13/2026*|*WYOMING*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20261448337*|*Jul 14 2026  6:01PM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|**|*Any lawful purpose
Red Barn Farm School LLC*|*B20260323487*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*15815 INDIAN VALLEY ROAD*|**|*JAMUL*|*CA*|*United States*|*91935*|*15815 INDIAN VALLEY ROAD*|**|**|*JAMUL*|*CA*|*United States*|*91935*|**|**|**|**|**|**|*All LLC Member(s)*|*
Red Boat Center LLC*|*B20260324793*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261455857*|*Jul 15 2026  4:50PM*|*489 ADAMS WAY*|**|*PLEASANTON*|*CA*|*United States*|*94566*|*489 ADAMS WAY*|**|**|*PLEASANTON*|*CA*|*United States*|*94566*|**|**|**|**|**|**|*One Manager*|*commercial property rental
Red Bulb Strategies LLC*|*B20260327287*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2675 TURA LN*|**|*SAN MARINO*|*CA*|*United States*|*91108*|*2675 TURA LN*|**|**|*SAN MARINO*|*CA*|*United States*|*91108*|**|**|**|**|**|**|*All LLC Member(s)*|*
RED DEVELOPMENT LLC*|*B20260322111*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261452967*|*Jul 15 2026 12:26PM*|*7162 BEVELY BLVD*|*568*|*LOS ANGELES*|*CA*|*United States*|*90036*|*7162 BEVERLY BLVD*|*568*|**|*LOS ANGELES*|*CA*|*United States*|*90036*|**|**|**|**|**|**|*More Than One Manager*|*CONSTRUCTION AND DEVELOPMENT
Red Envelope Enterprise LLC*|*B20260321498*|*07/13/2026*|*NEVADA*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20261450480*|*Jul 15 2026  9:01AM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|**|*Any lawful purpose
Red Fir, LLC*|*B20260327180*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*530 DIVISADERO STREET #215*|**|*SAN FRANCISCO*|*CA*|*United States*|*94117*|*530 DIVISADERO STREET #215*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94117*|**|**|**|**|**|**|*More Than One Manager*|*
Red Hawk Properties (CA) LLC*|*B20260317102*|*07/16/2026*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|*Red Hawk Properties LLC*|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*50 BEALE STREET, STE 2300*|**|*SAN FRANCISCO*|*CA*|*United States*|*94105*|*PO BOX 2548*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94126*|*50 BEALE STREET, STE 2300*|**|*SAN FRANCISCO*|*CA*|*United States*|*94105*|**|*
Red Hot Dumpster Rentals LLC*|*B20260328416*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1280 COAST VILLAGE CIR STE A*|**|*SANTA BARBARA*|*CA*|*United States*|*93108*|*1280 COAST VILLAGE CIR STE A*|**|**|*SANTA BARBARA*|*CA*|*United States*|*93108*|**|**|**|**|**|**|*All LLC Member(s)*|*
Red Rock iina ba JV, LLC*|*B20260321590*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*C/O ERRG, 4585 PACHECO BLVD*|*STE 200*|*MARTINEZ*|*CA*|*United States*|*94553*|*C/O ERRG, 4585 PACHECO BLVD*|*STE 200*|**|*MARTINEZ*|*CA*|*United States*|*94553*|**|**|**|**|**|**|*One Manager*|*
REDEYE SOLUTIONS*|*B20260322178*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261446364*|*Jul 14 2026  2:34PM*|*12047 WASHINGTON BLVD*|**|*WHITTIER*|*CA*|*United States*|*90606*|*12047 WASHINGTON BLVD*|**|**|*WHITTIER*|*CA*|*United States*|*90606*|*12047 WASHINGTON BLVD*|**|*WHITTIER*|*CA*|*United States*|*90606*|**|*BUSINESS MANAGEMENT AND CONSULTING
REDFORT HOLDINGS LLC*|*B20260321347*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5627 KANAN RD*|*120*|*AGOURA HILLS*|*CA*|*United States*|*91301*|*5627 KANAN RD*|*120*|**|*AGOURA HILLS*|*CA*|*United States*|*91301*|**|**|**|**|**|**|*One Manager*|*
Redline Command LLC*|*B20260324777*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4225 EXECUTIVE SQUARE*|*SUITE 600*|*LA JOLLA*|*CA*|*United States*|*92037*|*4225 EXECUTIVE SQUARE*|*SUITE 600*|**|*LA JOLLA*|*CA*|*United States*|*92037*|**|**|**|**|**|**|*One Manager*|*
REDSS HUFD LLC*|*B20260322742*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261449363*|*Jul 15 2026 12:10AM*|*600 CALIFORNIA ST STE 550*|**|*SAN FRANCISCO*|*CA*|*United States*|*94108-2729*|*600 CALIFORNIA ST STE 550*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94108-2729*|**|**|**|**|**|**|*One Manager*|*Any legal purpose
RedStar Enterprise Group, LLC*|*B20260320461*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1712 PIONEER AVE*|*SUITE 7000*|*CHEYENNE*|*WY*|*United States*|*82001*|*1712 PIONEER AVE*|*SUITE 7000*|**|*CHEYENNE*|*WY*|*United States*|*82001*|**|**|**|**|**|**|*One Manager*|*
Redstone Hauling LLC*|*B20260323351*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4802 MYRTLE AVE*|**|*SACRAMENTO*|*CA*|*United States*|*95841*|*4802 MYRTLE AVE*|**|**|*SACRAMENTO*|*CA*|*United States*|*95841*|**|**|**|**|**|**|*All LLC Member(s)*|*
Redwood CodeWorks Inc*|*B20260322885*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1362 FLORINDA ST*|**|*HANFORD*|*CA*|*United States*|*93230*|*1362 FLORINDA ST*|**|**|*HANFORD*|*CA*|*United States*|*93230*|**|**|**|**|**|**|**|*
Redwood Keystone Consulting LLC*|*B20260316748*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*101 FISHER*|**|*IRVINE*|*CA*|*United States*|*92620*|*101 FISHER*|**|**|*IRVINE*|*CA*|*United States*|*92620*|**|**|**|**|**|**|*One Manager*|*
Redwood Road Runners*|*B20260319853*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*19541 EAGLE STREET*|**|*CASTRO VALLEY*|*CA*|*United States*|*94546*|*19541 EAGLE STREET*|**|**|*CASTRO VALLEY*|*CA*|*United States*|*94546*|**|**|**|**|**|**|**|*
REED'S REGENERATIVE LANDCARE CO. LLC*|*B20260325486*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*516 30TH ST*|**|*RICHMOND*|*CA*|*United States*|*94804*|*516 30TH ST*|**|**|*RICHMOND*|*CA*|*United States*|*94804*|**|**|**|**|**|**|*One Manager*|*
Referium Inc.*|*B20260317600*|*07/15/2026*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*222 ORANGE BLOSSOM CIR*|**|*FOLSOM*|*CA*|*United States*|*95630*|*222 ORANGE BLOSSOM CIR*|**|**|*FOLSOM*|*CA*|*United States*|*95630*|**|**|**|**|**|**|**|*
REFINED HEALTHCARE INC*|*B20260322449*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*32145 CEDAR CREST CT*|**|*TEMECULA*|*CA*|*United States*|*92592*|*32145 CEDAR CREST CT*|**|**|*TEMECULA*|*CA*|*United States*|*92592*|**|**|**|**|**|**|**|*
Refraime, LLC*|*B20260325758*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1401 21ST ST*|*STE R*|*SACREMENTO*|*CA*|*United States*|*95811*|*1401 21ST ST*|*STE R*|**|*SACRAMENTO*|*CA*|*United States*|*95811*|**|**|**|**|**|**|*All LLC Member(s)*|*
REG CNC LLC*|*B20260321588*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261446155*|*Jul 14 2026  2:16PM*|*10667 ANDASOL AVE*|**|*GRANADA HILLS*|*CA*|*United States*|*91344*|*10667 ANDASOL AVE*|**|**|*GRANADA HILLS*|*CA*|*United States*|*91344*|*10667 ANDASOL AVE*|**|*GRANADA HILLS*|*CA*|*United States*|*91344*|*All LLC Member(s)*|*Repair and support CNC machinery
REJENN COLLECTIVE LLC*|*B20260328796*|*07/17/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2178 CALLE OLA VERDE*|**|*SAN CLEMENTE*|*CA*|*United States*|*92673*|*2178 CALLE OLA VERDE*|**|**|*SAN CLEMENTE*|*CA*|*United States*|*92673*|**|**|**|**|**|**|*All LLC Member(s)*|*
Rejuvenece Medical, PC*|*B20260327988*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*652 E SANTA CLARA ST*|**|*SAN JOSE*|*CA*|*United States*|*95112*|*652 E SANTA CLARA ST*|**|**|*SAN JOSE*|*CA*|*United States*|*95112*|**|**|**|**|**|**|**|*
Rekallix LLC*|*B20260325396*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261465252*|*Jul 17 2026  9:37AM*|*1401 21ST ST*|*STE R*|*SACRAMENTO*|*CA*|*United States*|*95811*|*1401 21ST ST*|*STE R*|**|*SACRAMENTO*|*CA*|*United States*|*95811*|*1401 21ST ST*|*STE R*|*SACRAMENTO*|*CA*|*United States*|*95811*|*All LLC Member(s)*|*Software development and technology services.
RelateIQ Inc*|*B20260325049*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*302 SOLANO AVE*|**|*EL CENTRO*|*CA*|*United States*|*92243*|*302 SOLANO AVE*|**|**|*EL CENTRO*|*CA*|*United States*|*92243*|**|**|**|**|**|**|**|*
Relax & Revive Recovery LLC*|*B20260321592*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*23650 WASHINGTON AVE*|*8103*|*MURRIETA*|*CA*|*United States*|*92562*|*23650 WASHINGTON AVE*|*8103*|**|*MURRIETA*|*CA*|*United States*|*92562*|**|**|**|**|**|**|*One Manager*|*
RELIABLE PRECISION PAINTING*|*B20260327082*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*40185 STETSON AVE*|**|*HEMET*|*CA*|*United States*|*92543*|*40185 STETSON AVE*|**|**|*HEMET*|*CA*|*United States*|*92543*|**|**|**|**|**|**|**|*
Reliart Freight LLC.*|*B20260321923*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261447962*|*Jul 14 2026  4:58PM*|*732 SAINT CHARLES WAY, UNIT A, SALINAS CA 93905*|**|*SALINAS*|*CA*|*United States*|*93905*|*732 SAINT CHARLES WAY, UNIT A, SALINAS CA 93905*|**|**|*SALINAS*|*CA*|*United States*|*93905*|*732 SAINT CHARLES WAY, UNIT A, SALINAS CA 93905*|**|*SALINAS*|*CA*|*United States*|*93905*|*All LLC Member(s)*|*General Freight Transportation
Remanie AI Incorporated*|*B20260322295*|*07/13/2026*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*176 LOS TRANCOS*|**|*PORTOLA VALLEY*|*CA*|*United States*|*94028*|*176 LOS TRANCOS*|**|**|*PORTOLA VALLEY*|*CA*|*United States*|*94028*|**|**|**|**|**|**|**|*
REMXMEDIA LLC*|*B20260326168*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261460452*|*Jul 16 2026 12:33PM*|*2146 ATHENS AVE*|**|*SIMI VALLEY*|*CA*|*United States*|*93065*|*2146 ATHENS AVE*|**|**|*SIMI VALLEY*|*CA*|*United States*|*93065*|*2146 ATHENS AVE*|**|*SIMI VALLEY*|*CA*|*United States*|*93065*|*All LLC Member(s)*|*CONDUCTING PRODUCTION WORK AND ONLINE SERVICES
RENACER FOUNDATION*|*B20260323749*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11361 GAVIOTA AVE*|**|*GARNADA HILLS*|*CA*|*United States*|*91344*|*11361 GAVIOTA AVE*|**|**|*GARNADA HILLS*|*CA*|*United States*|*91344*|**|**|**|**|**|**|**|*
RenderForge, Inc*|*B20260322919*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5TH FLOOR, 180 MONTGOMERY STREET*|**|*SAN FRANCISCO*|*CA*|*United States*|*94104*|*5TH FLOOR, 180 MONTGOMERY STREET*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94104*|**|**|**|**|**|**|**|*
Renderlee LLC*|*B20260326832*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*12190 PERRIS BOULEVARD*|**|*MORENO VALLEY*|*CA*|*United States*|*92557*|*12072 AMBER HILL TRAIL*|**|**|*MORENO VALLEY*|*CA*|*United States*|*92557*|**|**|**|**|**|**|*All LLC Member(s)*|*
Renegade Rex K9 Ranch Inc*|*B20260322143*|*07/13/2026*|*FLORIDA*|*Active*|*Good*|*Nonprofit Corporation - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11861 PALOMINO DRIVE*|**|*PORT SAINT LUCIE*|*FL*|*United States*|*34987*|*11861 PALOMINO DRIVE*|**|**|*PORT SAINT LUCIE*|*FL*|*United States*|*34987*|**|**|**|**|**|**|**|*
Rene's Son Corp.*|*B20260322781*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261446060*|*Jul 14 2026  2:08PM*|*8455 BEVERLY BLVD STE 600*|**|*LOS ANGELES*|*CA*|*United States*|*90048*|*26526 CARDINAL DRIVE*|**|**|*SANTA CLARITA*|*CA*|*United States*|*91387*|*8455 BEVERLY BLVD STE 600*|**|*LOS ANGELES*|*CA*|*United States*|*90048*|**|*Production
Renewed Ventures LLC*|*B20260322857*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*19941 OAKVILLE CRT*|**|*PORTER RANCH*|*CA*|*United States*|*91326*|*19941 OAKVILLE CRT*|**|**|*PORTER RANCH*|*CA*|*United States*|*91326*|**|**|**|**|**|**|*All LLC Member(s)*|*
Renewl Health and Wellness*|*B20260324812*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
